name,colorIdentity,colors,convertedManaCost,edhrecRank,keywords,power,subtypes,text,types
Veilborn Ghoul,['B'],['B'],5.0,17808.0,nan,4,['Zombie'],"Veilborn Ghoul can't block.
Whenever a Swamp enters the battlefield under your control, you may return Veilborn Ghoul from your graveyard to your hand.",['Creature']
Veiled Apparition,['U'],['U'],2.0,23074.0,nan,,[],"When an opponent casts a spell, if Veiled Apparition is an enchantment, Veiled Apparition becomes a 3/3 Illusion creature with flying and ""At the beginning of your upkeep, sacrifice Veiled Apparition unless you pay {1}{U}.""",['Enchantment']
Veiled Crocodile,['U'],['U'],3.0,22729.0,nan,,[],"When a player has no cards in hand, if Veiled Crocodile is an enchantment, Veiled Crocodile becomes a 4/4 Crocodile creature.",['Enchantment']
Veiled Sentry,['U'],['U'],1.0,18980.0,nan,,[],"When an opponent casts a spell, if Veiled Sentry is an enchantment, Veiled Sentry becomes an Illusion creature with power and toughness each equal to that spell's mana value.",['Enchantment']
Veiled Shade,['B'],['B'],3.0,21870.0,nan,2,['Shade'],{1}{B}: Veiled Shade gets +1/+1 until end of turn.,['Creature']
Veiling Oddity,['U'],['U'],4.0,16068.0,['Suspend'],2,['Illusion'],"Suspend 4—{1}{U} (Rather than cast this card from your hand, you may pay {1}{U} and exile it with four time counters on it. At the beginning of your upkeep, remove a time counter. When the last is removed, cast it without paying its mana cost. It has haste.)
When the last time counter is removed from Veiling Oddity while it's exiled, creatures can't be blocked this turn.",['Creature']
Veilstone Amulet,[],[],3.0,7209.0,nan,,[],"Whenever you cast a spell, creatures you control can't be the targets of spells or abilities your opponents control this turn.",['Artifact']
Vein Drinker,"['B', 'R']",['B'],6.0,12582.0,['Flying'],4,['Vampire'],"Flying
{R}, {T}: Vein Drinker deals damage equal to its power to target creature. That creature deals damage equal to its power to Vein Drinker.
Whenever a creature dealt damage by Vein Drinker this turn dies, put a +1/+1 counter on Vein Drinker.",['Creature']
Veinfire Borderpost,"['B', 'R']","['B', 'R']",3.0,11042.0,nan,,[],"You may pay {1} and return a basic land you control to its owner's hand rather than pay this spell's mana cost.
Veinfire Borderpost enters the battlefield tapped.
{T}: Add {B} or {R}.",['Artifact']
Vela the Night-Clad,"['B', 'U']","['B', 'U']",6.0,5857.0,['Intimidate'],4,"['Human', 'Wizard']","Intimidate (This creature can't be blocked except by artifact creatures and/or creatures that share a color with it.)
Other creatures you control have intimidate.
Whenever Vela the Night-Clad or another creature you control leaves the battlefield, each opponent loses 1 life.",['Creature']
Velomachus Lorehold,"['R', 'W']","['R', 'W']",7.0,4726.0,"['Flying', 'Haste', 'Vigilance']",5,"['Elder', 'Dragon']","Flying, vigilance, haste
Whenever Velomachus Lorehold attacks, look at the top seven cards of your library. You may cast an instant or sorcery spell with mana value less than or equal to Velomachus Lorehold's power from among them without paying its mana cost. Put the rest on the bottom of your library in a random order.",['Creature']
Venarian Glimmer,['U'],['U'],1.0,22775.0,nan,,[],Target player reveals their hand. You choose a nonland card with mana value X or less from it. That player discards that card.,['Instant']
Vendetta,['B'],['B'],1.0,7018.0,nan,,[],Destroy target nonblack creature. It can't be regenerated. You lose life equal to that creature's toughness.,['Instant']
Vendilion Clique,['U'],['U'],3.0,6007.0,"['Flash', 'Flying']",3,"['Faerie', 'Wizard']","Flash
Flying
When Vendilion Clique enters the battlefield, look at target player's hand. You may choose a nonland card from it. If you do, that player reveals the chosen card, puts it on the bottom of their library, then draws a card.",['Creature']
Venerable Knight,['W'],['W'],1.0,12663.0,nan,2,"['Human', 'Knight']","When Venerable Knight dies, put a +1/+1 counter on target Knight you control.",['Creature']
Venerable Kumo,['G'],['G'],5.0,21295.0,"['Reach', 'Soulshift']",2,['Spirit'],"Reach (This creature can block creatures with flying.)
Soulshift 4 (When this creature dies, you may return target Spirit card with mana value 4 or less from your graveyard to your hand.)",['Creature']
Venerable Lammasu,['W'],['W'],7.0,24134.0,['Flying'],5,['Lammasu'],Flying,['Creature']
Venerable Monk,['W'],['W'],3.0,20450.0,nan,2,"['Human', 'Monk', 'Cleric']","When Venerable Monk enters the battlefield, you gain 2 life.",['Creature']
Venerable Warsinger,"['R', 'W']","['R', 'W']",3.0,5073.0,"['Trample', 'Vigilance']",3,"['Spirit', 'Cleric']","Vigilance, trample
Whenever Venerable Warsinger deals combat damage to a player, you may return target creature card with mana value X or less from your graveyard to the battlefield, where X is the amount of damage Venerable Warsinger dealt to that player.",['Creature']
Venerated Loxodon,['W'],['W'],5.0,11291.0,['Convoke'],4,"['Elephant', 'Cleric']","Convoke (Your creatures can help cast this spell. Each creature you tap while casting this spell pays for {1} or one mana of that creature's color.)
When Venerated Loxodon enters the battlefield, put a +1/+1 counter on each creature that convoked it.",['Creature']
Vengeance,['W'],['W'],4.0,21871.0,nan,,[],Destroy target tapped creature.,['Sorcery']
Vengeant Vampire,['B'],['B'],6.0,15317.0,['Lifelink'],4,['Vampire'],"Lifelink
When Vengeant Vampire dies, destroy target creature an opponent controls and you gain 4 life.",['Creature']
Vengeful Archon,['W'],['W'],7.0,16519.0,['Flying'],7,['Archon'],"Flying
{X}: Prevent the next X damage that would be dealt to you this turn. If damage is prevented this way, Vengeful Archon deals that much damage to target player or planeswalker.",['Creature']
Vengeful Devil,['R'],['R'],2.0,11771.0,"['Haste', 'Morbid']",1,['Devil'],"Haste
Morbid — {T}: Vengeful Devil deals 1 damage to any target. Activate only if a creature died this turn.",['Creature']
Vengeful Dreams,['W'],['W'],2.0,17565.0,nan,,[],"As an additional cost to cast this spell, discard X cards.
Exile X target attacking creatures.",['Instant']
Vengeful Firebrand,['R'],['R'],4.0,21452.0,nan,5,"['Elemental', 'Warrior']","Vengeful Firebrand has haste as long as a Warrior card is in your graveyard.
{R}: Vengeful Firebrand gets +1/+0 until end of turn.",['Creature']
Vengeful Pharaoh,['B'],['B'],5.0,8230.0,['Deathtouch'],5,['Zombie'],"Deathtouch (Any amount of damage this deals to a creature is enough to destroy it.)
Whenever combat damage is dealt to you or a planeswalker you control, if Vengeful Pharaoh is in your graveyard, destroy target attacking creature, then put Vengeful Pharaoh on top of your library.",['Creature']
Vengeful Rebel,['B'],['B'],3.0,19884.0,['Revolt'],3,"['Aetherborn', 'Warrior']","Revolt — When Vengeful Rebel enters the battlefield, if a permanent you controlled left the battlefield this turn, target creature an opponent controls gets -3/-3 until end of turn.",['Creature']
Vengeful Rebirth,"['G', 'R']","['G', 'R']",6.0,13637.0,nan,,[],"Return target card from your graveyard to your hand. If you return a nonland card to your hand this way, Vengeful Rebirth deals damage equal to that card's mana value to any target.
Exile Vengeful Rebirth.",['Sorcery']
Vengeful Vampire,['B'],['B'],6.0,18874.0,"['Flying', 'Undying']",3,['Vampire'],"Flying
Undying (When this creature dies, if it had no +1/+1 counters on it, return it to the battlefield under its owner's control with a +1/+1 counter on it.)",['Creature']
Vengeful Warchief,['B'],['B'],5.0,19043.0,nan,4,"['Orc', 'Warrior']","Whenever you lose life for the first time each turn, put a +1/+1 counter on Vengeful Warchief. (Damage causes loss of life.)",['Creature']
Venom Sliver,['G'],['G'],2.0,3761.0,nan,1,['Sliver'],Sliver creatures you control have deathtouch. (Any amount of damage a creature with deathtouch deals to a creature is enough to destroy it.),['Creature']
Venomous Dragonfly,['G'],['G'],4.0,18891.0,['Flying'],1,['Insect'],"Flying
Whenever Venomous Dragonfly blocks or becomes blocked by a creature, destroy that creature at end of combat.",['Creature']
Venomous Fangs,['G'],['G'],3.0,18160.0,['Enchant'],,['Aura'],"Enchant creature
Whenever enchanted creature deals damage to a creature, destroy the other creature.",['Enchantment']
Venomous Hierophant,['B'],['B'],4.0,13779.0,"['Deathtouch', 'Mill']",3,"['Gorgon', 'Cleric']","Deathtouch
When Venomous Hierophant enters the battlefield, mill three cards.",['Creature']
Venomous Vines,['G'],['G'],4.0,23917.0,nan,,[],Destroy target enchanted permanent.,['Sorcery']
Venomspout Brackus,['G'],['G'],7.0,20423.0,['Morph'],5,['Beast'],"{1}{G}, {T}: Venomspout Brackus deals 5 damage to target attacking or blocking creature with flying.
Morph {3}{G}{G} (You may cast this card face down as a 2/2 creature for {3}. Turn it face up any time for its morph cost.)",['Creature']
Venser's Diffusion,['U'],['U'],3.0,19396.0,nan,,[],Return target nonland permanent or suspended card to its owner's hand.,['Instant']
Venser's Sliver,[],[],5.0,19126.0,nan,3,['Sliver'],,"['Artifact', 'Creature']"
"Venser, the Sojourner","['U', 'W']","['U', 'W']",5.0,2723.0,nan,,['Venser'],"[+2]: Exile target permanent you own. Return it to the battlefield under your control at the beginning of the next end step.
[−1]: Creatures can't be blocked this turn.
[−8]: You get an emblem with ""Whenever you cast a spell, exile target permanent.""",['Planeswalker']
Ventifact Bottle,[],[],3.0,19911.0,nan,,[],"{X}{1}, {T}: Put X charge counters on Ventifact Bottle. Activate only as a sorcery.
At the beginning of your precombat main phase, if Ventifact Bottle has a charge counter on it, tap it and remove all charge counters from it. Add {C} for each charge counter removed this way.",['Artifact']
"Verazol, the Split Current","['G', 'U']","['G', 'U']",2.0,10753.0,nan,0,['Serpent'],"Verazol, the Split Current enters the battlefield with a +1/+1 counter on it for each mana spent to cast it.
Whenever you cast a kicked spell, you may remove two +1/+1 counters from Verazol. If you do, copy that spell. You may choose new targets for the copy. (A copy of a permanent spell becomes a token.)",['Creature']
Verdant Automaton,['G'],[],2.0,21378.0,nan,1,['Construct'],{3}{G}: Put a +1/+1 counter on Verdant Automaton.,"['Artifact', 'Creature']"
Verdant Crescendo,['G'],['G'],4.0,18302.0,nan,,[],"Search your library for a basic land card and put it onto the battlefield tapped. Search your library and graveyard for a card named Nissa, Nature's Artisan, reveal it, put it into your hand, then shuffle.",['Sorcery']
Verdant Eidolon,['G'],['G'],4.0,17073.0,nan,2,['Spirit'],"{G}, Sacrifice Verdant Eidolon: Add three mana of any one color.
Whenever you cast a multicolored spell, you may return Verdant Eidolon from your graveyard to your hand.",['Creature']
Verdant Field,['G'],['G'],3.0,23286.0,['Enchant'],,['Aura'],"Enchant land
Enchanted land has ""{T}: Target creature gets +1/+1 until end of turn.""",['Enchantment']
Verdant Force,['G'],['G'],8.0,3387.0,nan,7,['Elemental'],"At the beginning of each upkeep, create a 1/1 green Saproling creature token.",['Creature']
Verdant Haven,['G'],['G'],3.0,6747.0,['Enchant'],,['Aura'],"Enchant land
When Verdant Haven enters the battlefield, you gain 2 life.
Whenever enchanted land is tapped for mana, its controller adds an additional one mana of any color.",['Enchantment']
Verdant Mastery,['G'],['G'],6.0,6526.0,nan,,[],"You may pay {3}{G} rather than pay this spell's mana cost.
Search your library for up to four basic land cards and reveal them. Put one of them onto the battlefield tapped under an opponent's control if the {3}{G} cost was paid. Put two of them onto the battlefield tapped under your control and the rest into your hand. Then shuffle.",['Sorcery']
Verdant Rebirth,['G'],['G'],2.0,8335.0,nan,,[],"Until end of turn, target creature gains ""When this creature dies, return it to its owner's hand.""
Draw a card.",['Instant']
Verdant Succession,['G'],['G'],5.0,16036.0,nan,,[],"Whenever a green nontoken creature dies, that creature's controller may search their library for a card with the same name as that creature, put it onto the battlefield, then shuffle.",['Enchantment']
Verdant Touch,['G'],['G'],2.0,18161.0,['Buyback'],,[],"Buyback {3} (You may pay an additional {3} as you cast this spell. If you do, put this card into your hand as it resolves.)
Target land becomes a 2/2 creature that's still a land. (This effect lasts indefinitely.)",['Sorcery']
Verdeloth the Ancient,['G'],['G'],6.0,6188.0,['Kicker'],4,['Treefolk'],"Kicker {X} (You may pay an additional {X} as you cast this spell.)
Saproling creatures and other Treefolk creatures get +1/+1.
When Verdeloth the Ancient enters the battlefield, if it was kicked, create X 1/1 green Saproling creature tokens.",['Creature']
Verdigris,['G'],['G'],3.0,23959.0,nan,,[],Destroy target artifact.,['Instant']
Verduran Emissary,"['G', 'R']",['G'],3.0,13453.0,['Kicker'],2,"['Human', 'Wizard']","Kicker {1}{R} (You may pay an additional {1}{R} as you cast this spell.)
When Verduran Emissary enters the battlefield, if it was kicked, destroy target artifact. It can't be regenerated.",['Creature']
Verdurous Gearhulk,['G'],['G'],5.0,3640.0,['Trample'],4,['Construct'],"Trample
When Verdurous Gearhulk enters the battlefield, distribute four +1/+1 counters among any number of target creatures you control.","['Artifact', 'Creature']"
Verge Rangers,['W'],['W'],3.0,3383.0,['First strike'],3,"['Human', 'Scout', 'Ranger']","First strike
You may look at the top card of your library any time.
As long as an opponent controls more lands than you, you may play lands from the top of your library. (You can play a land this way only if you have an available land play remaining.)",['Creature']
Verity Circle,['U'],['U'],3.0,3206.0,nan,,[],"Whenever a creature an opponent controls becomes tapped, if it isn't being declared as an attacker, you may draw a card.
{4}{U}: Tap target creature without flying.",['Enchantment']
Verix Bladewing,['R'],['R'],4.0,7135.0,"['Flying', 'Kicker']",4,['Dragon'],"Kicker {3} (You may pay an additional {3} as you cast this spell.)
Flying
When Verix Bladewing enters the battlefield, if it was kicked, create Karox Bladewing, a legendary 4/4 red Dragon creature token with flying.",['Creature']
Vermiculos,['B'],['B'],5.0,20210.0,nan,1,['Horror'],"Whenever an artifact enters the battlefield, Vermiculos gets +4/+4 until end of turn.",['Creature']
Vernadi Shieldmate,"['G', 'W']","['G', 'W']",2.0,19164.0,['Vigilance'],2,"['Human', 'Soldier']",Vigilance,['Creature']
Vernal Bloom,['G'],['G'],4.0,5732.0,nan,,[],"Whenever a Forest is tapped for mana, its controller adds an additional {G}.",['Enchantment']
Vernal Equinox,['G'],['G'],4.0,10601.0,nan,,[],Any player may cast creature and enchantment spells as though they had flash.,['Enchantment']
Vesper Ghoul,['B'],['B'],3.0,15318.0,nan,1,"['Zombie', 'Druid']","{T}, Pay 1 life: Add one mana of any color.",['Creature']
Vessel of Endless Rest,[],[],3.0,6790.0,nan,,[],"When Vessel of Endless Rest enters the battlefield, put target card from a graveyard on the bottom of its owner's library.
{T}: Add one mana of any color.",['Artifact']
Vessel of Ephemera,['W'],['W'],2.0,18682.0,nan,,[],"{2}{W}, Sacrifice Vessel of Ephemera: Create two 1/1 white Spirit creature tokens with flying.",['Enchantment']
Vessel of Nascency,['G'],['G'],1.0,7761.0,nan,,[],"{1}{G}, Sacrifice Vessel of Nascency: Reveal the top four cards of your library. You may put an artifact, creature, enchantment, land, or planeswalker card from among them into your hand. Put the rest into your graveyard.",['Enchantment']
